Gene name	GO term accession
CETN3	GO:0035869
CETN3	GO:0036064
CETN3	GO:0044615
CETN3	GO:0070390
CETN3	GO:0046872
MBLAC2	GO:0008800
MBLAC2	GO:0016290
MBLAC2	GO:0005789
MBLAC2	GO:0005886
	GO:0006383
	GO:0005634
	GO:0005666
	GO:0008283
LYSMD3	
LYSMD3	GO:0016020
LYSMD3	GO:0016021
LYSMD3	GO:0005886
LYSMD3	GO:0005794
LYSMD3	GO:0007030
ADGRV1	GO:0007186
ADGRV1	GO:0016021
ADGRV1	GO:0004930
ADGRV1	GO:0007154
ADGRV1	GO:0007166
ADGRV1	GO:0004888
ADGRV1	GO:0016020
ADGRV1	GO:0007194
ADGRV1	GO:0005887
ADGRV1	GO:0098703
ADGRV1	GO:0042383
ADGRV1	GO:0005432
ADGRV1	GO:0030001
ADGRV1	GO:0035725
ADGRV1	GO:0030424
ADGRV1	GO:0098794
ADGRV1	GO:0043235
ADGRV1	GO:0009986
ADGRV1	GO:0005737
ADGRV1	GO:0050953
ADGRV1	GO:0050877
ADGRV1	GO:0048496
ADGRV1	GO:0045494
ADGRV1	GO:0007605
ADGRV1	GO:0005509
ARRDC3	GO:0031699
ARRDC3	GO:0001659
ARRDC3	GO:0031649
ARRDC3	GO:0031651
ARRDC3	GO:0035332
ARRDC3	GO:0043588
ARRDC3	GO:0051443
ARRDC3	GO:0060613
ARRDC3	GO:0071878
ARRDC3	GO:0090327
ARRDC3	GO:0120163
ARRDC3	GO:0005768
ARRDC3	GO:0005886
PRRC1	GO:0016020
PRRC1	GO:0016021
PRRC1	GO:0005794
PRRC1	GO:0005737
PRRC1	GO:0034237
PRRC1	GO:0034199
NR2F1	GO:0008270
NR2F1	GO:0006355
NR2F1	GO:0003700
NR2F1	GO:0043565
NR2F1	GO:0000978
NR2F1	GO:0003677
NR2F1	GO:0006357
NR2F1	GO:0005634
NR2F1	GO:0046872
NR2F1	GO:0048856
NR2F1	GO:0000122
NR2F1	GO:0030522
NR2F1	GO:0030154
NR2F1	GO:0045944
NR2F1	GO:0004879
NR2F1	GO:0001227
NR2F1	GO:1990837
NR2F1	GO:0005654
NR2F1	GO:0005829
FAM172A	GO:0000381
FAM172A	GO:0005634
FAM172A	GO:0005737
FAM172A	GO:0006397
FAM172A	GO:0008380
FAM172A	GO:0014032
FAM172A	GO:0005783
CTXN3	GO:0016020
CTXN3	GO:0016021
SLC12A2	GO:0016021
SLC12A2	GO:0016020
SLC12A2	GO:0006811
SLC12A2	GO:0022857
SLC12A2	GO:0055085
SLC12A2	GO:0015377
SLC12A2	GO:0005886
SLC12A2	GO:1902476
SLC12A2	GO:0006814
SLC12A2	GO:0008519
SLC12A2	GO:0019901
SLC12A2	GO:0046873
SLC12A2	GO:0051087
SLC12A2	GO:0051879
SLC12A2	GO:0010818
SLC12A2	GO:0030321
SLC12A2	GO:0070634
SLC12A2	GO:0072488
SLC12A2	GO:0098659
SLC12A2	GO:1990869
SLC12A2	GO:0009925
SLC12A2	GO:0016324
SLC12A2	GO:0016328
SLC12A2	GO:0030659
SLC12A2	GO:0043005
SLC12A2	GO:0043025
SLC12A2	GO:0071944
SLC12A2	GO:0035725
SLC12A2	GO:1990573
SLC12A2	GO:0008511
SLC12A2	GO:0015379
SLC12A2	GO:0006884
SLC12A2	GO:0055064
SLC12A2	GO:0055075
SLC12A2	GO:0055078
RASA1	GO:0005515
RASA1	GO:0007165
RASA1	GO:0005096
RASA1	GO:0043087
RASA1	GO:0043547
RASA1	GO:0046580
RASA1	GO:0050896
RASA1	GO:0001784
RASA1	GO:0005102
RASA1	GO:0051020
RASA1	GO:0001953
RASA1	GO:0007162
RASA1	GO:0030833
RASA1	GO:0043066
RASA1	GO:0048514
RASA1	GO:0001726
RASA1	GO:0005886
FBN2	GO:0005509
FBN2	GO:0005201
FBN2	GO:0062023
FBN2	GO:0001527
FBN2	GO:0030326
FBN2	GO:0030501
FBN2	GO:0035108
FBN2	GO:0035583
FBN2	GO:0043010
FBN2	GO:0045669
FBN2	GO:0048048
FBN2	GO:0060346
FBN2	GO:0005576
CCNH	GO:0006351
CCNH	GO:0006357
CCNH	GO:0016538
CCNH	GO:0070985
CCNH	GO:0005634
CCNH	GO:0050790
CCNH	GO:0016251
CCNH	GO:0000079
CCNH	GO:0006366
CCNH	GO:0006367
CCNH	GO:0050821
CCNH	GO:2000045
CCNH	GO:0000439
CCNH	GO:0005654
CCNH	GO:0005675
CCNH	GO:0019907
CCNH	GO:0070516
TMEM161B	GO:0016020
TMEM161B	GO:0016021
TMEM161B	GO:0002027
TMEM161B	GO:0098901
PRR16	GO:0045727
PRR16	GO:0045793
	GO:0045893
	GO:0043231
SRFBP1	
SRFBP1	GO:0005634
LOX	GO:0005507
LOX	GO:0016641
LOX	GO:0005576
LOX	GO:0016491
LOX	GO:0046872
LOX	GO:0005615
LOX	GO:0004720
LOX	GO:0018057
LOX	GO:0005518
LOX	GO:0036094
LOX	GO:0060090
LOX	GO:0001568
LOX	GO:0001649
LOX	GO:0001932
LOX	GO:0007507
LOX	GO:0010468
LOX	GO:0016202
LOX	GO:0017015
LOX	GO:0030199
LOX	GO:0030282
LOX	GO:0030324
LOX	GO:0035791
LOX	GO:0035904
LOX	GO:0035905
LOX	GO:0035906
LOX	GO:0042981
LOX	GO:0043491
LOX	GO:0045652
LOX	GO:0046716
LOX	GO:0048251
LOX	GO:0048514
LOX	GO:0055001
LOX	GO:0060326
LOX	GO:0061448
LOX	GO:0071310
LOX	GO:0071897
LOX	GO:1900120
LOX	GO:1903010
LOX	GO:1990869
LOX	GO:2000586
LOX	GO:0005581
LOX	GO:0031012
SNX2	GO:0006886
SNX2	GO:0035091
SNX2	GO:0006897
SNX2	GO:0030904
SNX2	GO:0016020
SNX2	GO:0008289
SNX2	GO:0015031
SNX2	GO:0010008
SNX2	GO:0042995
SNX2	GO:0005768
SNX2	GO:0031901
SNX2	GO:0030027
SNX2	GO:0005829
SNX2	GO:0032991
SNX2	GO:0030905
SNX2	GO:0005764
SNX2	GO:0005737
SNX2	GO:0072673
SNX2	GO:0042147
SNX2	GO:1990460
SNX2	GO:1990459
SNX2	GO:0046982
SNX2	GO:0042803
SNX2	GO:0042802
SNX2	GO:0005158
SNX2	GO:0005154
SNX2	GO:0034498
MEF2C	GO:0003677
MEF2C	GO:0046983
MEF2C	GO:0000977
MEF2C	GO:0045944
MEF2C	GO:0005634
MEF2C	GO:0045893
MEF2C	GO:0000981
MEF2C	GO:0001228
MEF2C	GO:0003680
MEF2C	GO:0003700
MEF2C	GO:0046982
MEF2C	GO:0061629
MEF2C	GO:0140297
MEF2C	GO:1990837
MEF2C	GO:0000122
MEF2C	GO:0000165
MEF2C	GO:0006355
MEF2C	GO:0007507
MEF2C	GO:0010628
MEF2C	GO:0014902
MEF2C	GO:0030182
MEF2C	GO:0030279
MEF2C	GO:0043537
MEF2C	GO:0045663
MEF2C	GO:0048643
MEF2C	GO:0071374
MEF2C	GO:0071560
MEF2C	GO:1904706
MEF2C	GO:1904753
MEF2C	GO:1905563
MEF2C	GO:2000727
MEF2C	GO:2001016
MEF2C	GO:0005654
MEF2C	GO:0005737
MEF2C	GO:0016607
MEF2C	GO:0032991
MEF2C	GO:0043231
SNX24	GO:0035091
SNX24	GO:0070273
SNX24	GO:0032266
SNX24	GO:0010314
PPIC	GO:0003755
PPIC	GO:0006457
PPIC	GO:0000413
PPIC	GO:0005737
PPIC	GO:0043231
PPIC	GO:0016853
PPIC	GO:0016018
PRDM6	GO:0005515
PRDM6	GO:0042054
PRDM6	GO:0016571
PRDM6	GO:0005634
PRDM6	GO:0016740
PRDM6	GO:0008168
PRDM6	GO:0032259
PRDM6	GO:0010468
PRDM6	GO:0042802
PRDM6	GO:0000122
PRDM6	GO:0022008
PRDM6	GO:0045892
PRDM6	GO:0051151
CEP120	GO:0005813
CEP120	GO:0005814
CEP120	GO:0007098
CEP120	GO:0022027
CEP120	GO:1903724
CEP120	GO:0008022
CEP120	GO:0000226
CEP120	GO:0010825
CEP120	GO:0021987
CEP120	GO:0022008
CEP120	GO:0030953
CEP120	GO:0032880
CEP120	GO:0032886
CEP120	GO:0045724
CEP120	GO:0072089
CEP120	GO:1904951
	GO:0031090
	GO:0015935
	GO:0022627
	GO:0033176
	GO:0030641
TMEM167A	GO:0016020
TMEM167A	GO:0016021
TMEM167A	GO:0000139
TMEM167A	GO:0045054
TMEM167A	GO:0005794
CSNK1G3	GO:0005524
CSNK1G3	GO:0006468
CSNK1G3	GO:0004674
CSNK1G3	GO:0004672
CSNK1G3	GO:0016055
CSNK1G3	GO:0000166
CSNK1G3	GO:0005634
CSNK1G3	GO:0005737
CSNK1G3	GO:0005886
CSNK1G3	GO:0018105
CSNK1G3	GO:0007165
CSNK1G3	GO:0006897
CSNK1G3	GO:0090263
VCAN	GO:0005509
VCAN	GO:0007155
VCAN	GO:0005540
VCAN	GO:0005576
VCAN	GO:0030246
VCAN	GO:0110165
VCAN	GO:0003677
VCAN	GO:0005634
VCAN	GO:0006302
VCAN	GO:0006310
VCAN	GO:0006281
VCAN	GO:0006974
VCAN	GO:0031012
VCAN	GO:0007417
VCAN	GO:0001501
	GO:0006357
GRAMD2B	GO:0016020
GRAMD2B	GO:0016021
GRAMD2B	GO:0005881
GRAMD2B	GO:0042802
ALDH7A1	GO:0016491
ALDH7A1	GO:0016620
ALDH7A1	GO:0004029
ALDH7A1	GO:0043878
ALDH7A1	GO:0005829
ALDH7A1	GO:0005739
ALDH7A1	GO:0042802
ALDH7A1	GO:0008802
GDAP1	GO:0016020
GDAP1	GO:0016021
GDAP1	GO:0000266
GDAP1	GO:0006626
GDAP1	GO:0008053
GDAP1	GO:0032526
GDAP1	GO:0005739
GDAP1	GO:0005829
GDAP1	GO:0031307
GDAP1	
	GO:0042773
	GO:0016651
PI15	GO:0005576
PI15	GO:0005615
CRISPLD1	
CRISPLD1	GO:0005576
CRISPLD1	GO:0005615
CRISPLD1	GO:0060325
C8orf34	
	GO:0003785
	GO:0007015
	GO:0005737
	GO:0005856
	GO:0030334
	GO:0042989
TRIB1	GO:0005524
TRIB1	GO:0006468
TRIB1	GO:0004672
TRIB1	GO:0004860
TRIB1	GO:0031434
TRIB1	GO:0031625
TRIB1	GO:0055106
TRIB1	GO:0061629
TRIB1	GO:0006469
TRIB1	GO:0007254
TRIB1	GO:0014912
TRIB1	GO:0031665
TRIB1	GO:0032436
TRIB1	GO:0032496
TRIB1	GO:0043405
TRIB1	GO:0043433
TRIB1	GO:0045645
TRIB1	GO:0045651
TRIB1	GO:0045659
TRIB1	GO:0048662
TRIB1	GO:0005634
TRIB1	GO:0005737
JPH1	GO:0030314
JPH1	GO:0005886
JPH1	GO:0016020
JPH1	GO:0016021
JPH1	GO:0005783
JPH1	GO:0005789
JPH1	GO:0016529
JPH1	GO:0008307
JPH1	GO:0007517
JPH1	GO:0005654
JPH1	GO:0014701
JPH1	GO:0030018
LY96	GO:0045087
LY96	GO:0035662
LY96	GO:0001530
LY96	GO:0071222
LY96	GO:0031666
LY96	GO:0034142
LY96	GO:0046696
LY96	GO:0001875
LY96	GO:0032497
LY96	GO:0002224
LY96	GO:0031663
LY96	GO:0032496
LY96	GO:0032760
LY96	GO:0031226
LY96	GO:0043235
	GO:0005886
	GO:0042742
	GO:0012501
	GO:0001786
	GO:0005546
	GO:0070273
	GO:0070269
TMEM70	GO:0016020
TMEM70	GO:0016021
TMEM70	GO:0033615
TMEM70	GO:0032592
TMEM70	GO:0140260
TMEM70	GO:0051259
TMEM70	GO:0051260
TMEM70	GO:0005654
TMEM70	GO:0005739
TMEM70	GO:0005743
TMEM70	GO:0030061
	GO:0006511
	GO:0030674
	GO:0070449
	GO:0001222
	GO:0006367
	GO:0016567
	GO:0031466
UBE2W	
UBE2W	GO:0070979
UBE2W	GO:0006513
UBE2W	GO:0031625
UBE2W	GO:0004842
PHAX	GO:0006408
PHAX	GO:0005634
PHAX	GO:0005737
PHAX	GO:0003723
PHAX	GO:0015031
PHAX	GO:1990904
PHAX	GO:0005813
PHAX	GO:0005654
PHAX	GO:0043489
PHAX	GO:0140262
TEX43	GO:0030317
STAU2	GO:0003723
STAU2	GO:0005874
STAU2	GO:0005886
STAU2	GO:0003729
STAU2	GO:0043025
STAU2	GO:0010494
STAU2	GO:0003725
STAU2	GO:0043005
STAU2	GO:0032839
STAU2	GO:0035418
STAU2	GO:1990124
STAU2	GO:0007281
STAU2	GO:0098964
STAU2	GO:0008298
LMNB1	GO:0005882
LMNB1	GO:0005652
LMNB1	GO:0006998
LMNB1	GO:0005635
LMNB1	GO:0007010
LMNB1	GO:0005200
LMNB1	GO:0007097
LMNB1	GO:0090435
LMNB1	GO:0051664
LMNB1	GO:0031507
LMNB1	GO:0003690
LMNB1	GO:0043274
LMNB1	GO:1990837
LMNB1	GO:0005634
LMNB1	GO:0005637
LMNB1	GO:0005638
LMNB1	GO:0005654
LMNB1	GO:0016363
LMNB1	GO:0031965
LMNB1	
PTDSS1	GO:0106245
PTDSS1	GO:0006659
PTDSS1	GO:0016020
PTDSS1	GO:0016021
PTDSS1	GO:0016740
PTDSS1	GO:0005783
PTDSS1	GO:0005789
PTDSS1	GO:0006629
PTDSS1	GO:0008654
PTDSS1	GO:0006650
PTDSS1	GO:2001295
PTDSS1	GO:0106258
MTERF3	GO:0006355
MTERF3	GO:0003690
MTERF3	GO:0005829
MTERF3	GO:0005739
MTERF3	GO:0045892
MTERF3	GO:0000976
MTERF3	GO:0061668
MARCHF3	GO:0008270
MARCHF3	GO:0016020
MARCHF3	GO:0016021
MARCHF3	GO:0046872
MARCHF3	GO:0016567
MARCHF3	GO:0004842
MARCHF3	GO:0005764
MARCHF3	GO:0005768
MARCHF3	GO:0043231
TBC1D31	
TBC1D31	GO:0005515
TBC1D31	GO:0005813
	GO:0003824
UQCRB	GO:0006122
UQCRB	GO:0005750
UQCRB	GO:0016020
UQCRB	GO:0006355
UQCRB	GO:0005739
UQCRB	GO:0005743
UQCRB	GO:0070469
UQCRB	GO:0003690
C5orf63	
MMP16	GO:0008270
MMP16	GO:0006508
MMP16	GO:0004222
MMP16	GO:0008237
MMP16	GO:0031012
MMP16	GO:0016020
MMP16	GO:0016021
MMP16	GO:0005887
MMP16	GO:0016787
MMP16	GO:0046872
MMP16	GO:0030198
MMP16	GO:0008233
MMP16	GO:0001501
MMP16	GO:0030574
MMP16	GO:0097094
MMP16	GO:0060348
MMP16	GO:0048701
MMP16	GO:0035988
MMP16	GO:0016485
MMP16	GO:0001503
MMP16	GO:0001958
MMP16	GO:0070006
KIAA0825	
RUNX1T1	GO:0006351
RUNX1T1	GO:0003714
RUNX1T1	GO:0045892
RUNX1T1	GO:0005634
RUNX1T1	GO:0046872
RUNX1T1	GO:0005654
MEGF10	GO:0005515
MEGF10	GO:0005112
MEGF10	GO:0043277
MEGF10	GO:0005886
MEGF10	GO:0001891
MEGF10	GO:2000288
MEGF10	GO:1902742
MEGF10	GO:0055001
MEGF10	GO:0051451
MEGF10	GO:0051147
MEGF10	GO:0048641
MEGF10	GO:0048627
MEGF10	GO:0043654
MEGF10	GO:0043652
MEGF10	GO:0034109
MEGF10	GO:0033002
MEGF10	GO:0022409
MEGF10	GO:0014841
MEGF10	GO:0014816
MEGF10	GO:0014719
MEGF10	GO:0005044
MEGF10	GO:0001849
SLF1	GO:0005515
SLF1	GO:2000781
SLF1	GO:0005634
SLF1	GO:0006974
SLF1	GO:0035861
SLF1	GO:1990166
SLF1	GO:0031625
SLF1	GO:0044877
SLF1	GO:0031334
SLF1	GO:0034184
SLF1	GO:0000786
SLF1	GO:0005654
SLF1	GO:0005737
SLF1	GO:0005813
SLF1	GO:0042405
U1	GO:0030627
U1	GO:0000395
U1	GO:0005685
SLCO4C1	GO:0005515
SLCO4C1	GO:0016020
SLCO4C1	GO:0022857
SLCO4C1	GO:0055085
SLCO4C1	GO:0005886
SLCO4C1	GO:0016021
SLCO4C1	GO:0006811
U6	GO:0000244
U6	GO:0000353
U6	GO:0046540
U6	GO:0030621
U6	GO:0005688
	GO:0006396
	GO:0005730
SLCO6A1	GO:0005515
SLCO6A1	GO:0016020
SLCO6A1	GO:0055085
SLCO6A1	GO:0016021
SLCO6A1	GO:0005887
SLCO6A1	GO:0015347
SLCO6A1	GO:0043252
SCARNA18	GO:0006396
SCARNA18	GO:0005730
	GO:0035195
	GO:0016442
CNBD1	
SLC26A7	GO:0016021
SLC26A7	GO:0016020
SLC26A7	GO:0055085
SLC26A7	GO:0001696
SLC26A7	GO:0006820
SLC26A7	GO:0008509
SLC26A7	GO:0016323
SLC26A7	GO:0098656
SLC26A7	GO:1902476
SLC26A7	GO:0008271
SLC26A7	GO:1902358
SLC26A7	GO:0005253
SLC26A7	GO:0005254
SLC26A7	GO:0015106
SLC26A7	GO:0015116
SLC26A7	GO:0019531
SLC26A7	GO:0006821
SLC26A7	GO:0008272
SLC26A7	GO:0015701
SLC26A7	GO:0019532
SLC26A7	GO:0005737
SLC26A7	GO:0005768
DERL1	GO:0016020
DERL1	GO:0016021
DERL1	GO:0005783
DERL1	GO:0005789
DERL1	GO:0006950
DERL1	GO:0030968
DERL1	GO:0051787
DERL1	GO:0010498
DERL1	GO:0030433
DERL1	GO:0033554
DERL1	GO:0030176
DERL1	GO:0000839
DERL1	GO:0044322
DERL1	GO:0036513
DERL1	GO:0036502
DERL1	GO:0005770
DERL1	GO:0005769
DERL1	GO:0071712
DERL1	GO:0043161
DERL1	GO:0036503
DERL1	GO:0034620
DERL1	GO:0032092
DERL1	GO:0031648
DERL1	GO:0031398
DERL1	GO:0030970
DERL1	GO:0006986
DERL1	GO:1990381
DERL1	GO:0051117
DERL1	GO:0044877
DERL1	GO:0042802
DERL1	GO:0042288
DERL1	GO:0031625
DERL1	GO:0005047
DERL1	GO:0002020
SBSPON	
SBSPON	GO:0110165
ZHX2	GO:0003677
ZHX2	GO:0005634
ZHX2	GO:0000981
ZHX2	GO:0006357
ZHX2	GO:0043227
ZHX2	GO:0042802
ZHX2	GO:0042803
ZHX2	GO:0046982
ZHX2	GO:0000122
ZHX2	GO:0006402
ZHX2	GO:0030182
ZHX2	GO:0035019
ZHX2	GO:0045665
ZHX2	GO:0045892
ZHX2	GO:0060040
ZHX2	GO:0005654
ZHX2	GO:0005829
PAM	GO:0005515
PAM	GO:0016020
PAM	GO:0003824
PAM	GO:0005507
PAM	GO:0004497
PAM	GO:0016715
PAM	GO:0006518
PAM	GO:0016021
PAM	GO:0046872
PAM	GO:0008152
PAM	GO:0031410
PAM	GO:0030658
PAM	GO:0016829
PAM	GO:0004504
PAM	GO:0004598
PAM	GO:0031418
PAM	GO:0010043
PAM	GO:0001519
PAM	GO:0008270
DTWD2	GO:0016740
DTWD2	GO:0008033
DTWD2	GO:0016432
DTWD2	GO:0006400
TERF1	GO:0005634
TERF1	GO:0042803
TERF1	GO:0000723
TERF1	GO:0042162
TERF1	GO:0000781
TERF1	GO:0003677
TERF1	GO:0043229
TERF1	GO:0007049
TERF1	GO:0003691
TERF1	GO:0008017
TERF1	GO:0098505
TERF1	GO:0000783
TERF1	GO:0007004
TERF1	GO:0003720
TERF1	GO:0008301
TERF1	GO:0071532
TERF1	GO:0008156
TERF1	GO:1905778
TERF1	GO:1905839
TERF1	GO:0070187
TERF1	GO:0016604
TERF1	GO:0005730
TERF1	GO:0001650
TERF1	GO:1904911
TERF1	GO:1904850
TERF1	GO:1904792
TERF1	GO:0061820
TERF1	GO:0051974
TERF1	GO:0045141
TERF1	GO:0032211
TERF1	GO:0016233
TERF1	GO:0042802
KCNB2	GO:0005515
KCNB2	GO:0016020
KCNB2	GO:0006811
KCNB2	GO:0055085
KCNB2	GO:0005249
KCNB2	GO:0006813
KCNB2	GO:0051260
KCNB2	GO:0005216
KCNB2	GO:0008076
KCNB2	GO:0005886
KCNB2	GO:0016021
KCNB2	GO:0030425
KCNB2	GO:0043025
KCNB2	GO:0005267
KCNB2	GO:0071805
KCNB2	GO:0042995
KCNB2	GO:0005244
KCNB2	GO:0034765
KCNB2	GO:0005251
KCNB2	GO:0043204
ASAP1	GO:0005515
ASAP1	GO:0005096
ASAP1	GO:0043547
ASAP1	GO:0005737
ASAP1	GO:0046872
ASAP1	GO:0043197
ASAP1	GO:1903527
ASAP1	GO:0002102
ASAP1	GO:0061000
ASAP1	GO:0060271
ASAP1	GO:0005547
ASAP1	GO:0005546
ASAP1	GO:0001786
TRPA1	GO:0005515
TRPA1	GO:0016020
TRPA1	GO:0006811
TRPA1	GO:0055085
TRPA1	GO:0005216
TRPA1	GO:0016021
TRPA1	GO:0051209
TRPA1	GO:0032421
TRPA1	GO:0005887
TRPA1	GO:0071310
TRPA1	GO:0070588
TRPA1	GO:0070301
TRPA1	GO:0051289
TRPA1	GO:0050968
TRPA1	GO:0050966
TRPA1	GO:0050955
TRPA1	GO:0048265
TRPA1	GO:0042542
TRPA1	GO:0019233
TRPA1	GO:0014070
TRPA1	GO:0010033
TRPA1	GO:0009410
TRPA1	GO:0009409
TRPA1	GO:0007166
TRPA1	GO:0006874
TRPA1	GO:0006816
TRPA1	GO:0097604
TRPA1	GO:0042802
TRPA1	GO:0015278
TRPA1	GO:0015267
TRPA1	GO:0005262
DMXL1	GO:0005515
DMXL1	GO:0007035
DMXL1	GO:0043291
MSC	GO:0046983
MSC	GO:0000981
MSC	GO:0006357
MSC	GO:0000977
MSC	GO:0032502
MSC	GO:0007519
MSC	GO:0000978
MSC	GO:0001227
MSC	GO:1990837
MSC	GO:0000122
MSC	GO:0014707
MSC	GO:0060021
MSC	GO:0060539
MSC	GO:1990830
MSC	GO:0005634
MSC	GO:0005654
EYA1	GO:0004725
EYA1	GO:0007275
EYA1	GO:0009887
EYA1	GO:0035335
EYA1	GO:0042471
EYA1	GO:0005634
EYA1	GO:0016787
EYA1	GO:0046872
EYA1	GO:0004721
EYA1	GO:0006281
EYA1	GO:0006974
EYA1	GO:0032993
EYA1	GO:0032991
EYA1	GO:0016604
EYA1	GO:0005737
EYA1	GO:0005654
EYA1	GO:2001240
EYA1	GO:0097192
EYA1	GO:0090103
EYA1	GO:0072513
EYA1	GO:0071600
EYA1	GO:0071599
EYA1	GO:0060037
EYA1	GO:0050679
EYA1	GO:0050673
EYA1	GO:0048856
EYA1	GO:0048752
EYA1	GO:0048704
EYA1	GO:0048665
EYA1	GO:0045944
EYA1	GO:0045893
EYA1	GO:0045739
EYA1	GO:0045664
EYA1	GO:0045165
EYA1	GO:0042474
EYA1	GO:0042473
EYA1	GO:0042472
EYA1	GO:0035909
EYA1	GO:0014706
EYA1	GO:0016925
EYA1	GO:0010212
EYA1	GO:0007501
EYA1	GO:0007389
EYA1	GO:0006470
EYA1	GO:0006302
EYA1	GO:0003151
EYA1	GO:0001658
EYA1	GO:0001657
EYA1	GO:0001656
EYA1	GO:0140793
EYA1	GO:0003723
EYA1	GO:0030154
	GO:0031267
	GO:0030833
GIN1	GO:0003676
GIN1	GO:0015074
XKR9	GO:0016021
XKR9	GO:0016020
XKR9	GO:0005886
XKR9	GO:0043652
XKR9	GO:0070782
XKR9	GO:1902742
TNFAIP8	GO:0042981
TNFAIP8	GO:0005737
TNFAIP8	GO:0006915
TNFAIP8	GO:0043027
TNFAIP8	GO:0043154
TNFAIP8	GO:0043065
TNFAIP8	GO:0005654
LACTB2	GO:0004521
LACTB2	GO:0003727
LACTB2	GO:0005759
LACTB2	GO:0008270
LACTB2	GO:0090502
MYC	GO:0006355
MYC	GO:0003700
MYC	GO:0046983
MYC	GO:0003677
MYC	GO:0005654
MYC	GO:0005730
MYC	GO:0005634
MYC	GO:0000978
MYC	GO:0000981
MYC	GO:0001046
MYC	GO:0001221
