Gene name	GO term accession
ZBTB11	GO:0005654
ZBTB11	GO:0005515
RPL24	GO:0005840
RPL24	GO:0000027
RPL24	GO:0002181
RPL24	GO:0006412
RPL24	GO:0010458
RPL24	GO:0021554
RPL24	GO:0031290
RPL24	GO:0060041
RPL24	GO:0005737
RPL24	GO:0005783
RPL24	GO:0005829
RPL24	GO:0022625
RPL24	GO:0042788
RPL24	GO:0045202
RPL24	GO:0003735
RPL24	GO:0022626
CEP97	GO:0005515
CEP97	GO:0005813
CEP97	GO:0032991
CEP97	GO:0005814
CEP97	GO:1901673
CEP97	GO:1902018
CEP97	
NFKBIZ	GO:0005515
NFKBIZ	GO:0045944
NFKBIZ	GO:0005634
NFKBIZ	GO:0016607
NFKBIZ	GO:0050729
NFKBIZ	GO:0030217
NFKBIZ	GO:0000978
NFKBIZ	GO:0009410
NFKBIZ	GO:0043588
NFKBIZ	GO:0010467
NFKBIZ	GO:0016064
NFKBIZ	GO:0019221
NFKBIZ	GO:0048536
NFKBIZ	GO:0036464
NFKBIZ	GO:0048873
NFKBIZ	GO:0010033
NFKBIZ	GO:0050852
NFKBIZ	GO:0032496
NFKBIZ	GO:0071560
NFKBIZ	GO:0006954
NFKBIZ	GO:0045190
NFKBIZ	GO:0050829
NFKBIZ	GO:0043616
NFKBIZ	GO:0030216
NFKBIZ	GO:0098773
NFKBIZ	GO:0071310
NFKBIZ	GO:0045063
NFKBIZ	GO:0071222
NFKBIZ	GO:0050853
NFKBIZ	GO:2000321
NFKBIZ	GO:0051568
NFKBIZ	GO:0042100
NFKBIZ	GO:0043966
NFKBIZ	GO:0051593
NFKBIZ	GO:0002456
NFKBIZ	GO:0097194
NFKBIZ	GO:0050776
NFKBIZ	GO:0002250
NFKBIZ	GO:1904019
NFKBIZ	GO:0034097
NFKBIZ	GO:0080182
NFKBIZ	GO:0061436
NFKBIZ	GO:0003712
NFKBIZ	GO:0002317
NFKBIZ	GO:0042789
NFKBIZ	GO:0006366
NFKBIZ	GO:0002224
NFKBIZ	GO:0002285
NFKBIZ	GO:0002544
NFKBIZ	GO:0032980
NFKBIZ	GO:0070897
NFKBIZ	GO:0071345
NFKBIZ	GO:0072539
NFKBIZ	GO:0072718
NFKBIZ	GO:0090594
NFKBIZ	GO:0097398
NFKBIZ	GO:0140459
NFKBIZ	GO:1990117
ZPLD1	
ZPLD1	GO:0016020
ZPLD1	GO:0060005
ALCAM	
ALCAM	GO:0016020
ALCAM	GO:0005886
ALCAM	GO:0042995
ALCAM	GO:0030425
ALCAM	GO:0042802
ALCAM	GO:0007157
ALCAM	GO:0007411
ALCAM	GO:0008045
ALCAM	GO:0001772
ALCAM	GO:0009897
ALCAM	GO:0030424
ALCAM	GO:0042101
ALCAM	GO:0043025
CBLB	GO:0046872
CBLB	GO:0016740
CBLB	GO:0005737
CBLB	GO:0005509
CBLB	GO:0016567
CBLB	GO:0004842
CBLB	GO:0007166
CBLB	GO:0001784
CBLB	GO:0023051
CBLB	GO:0005515
CBLB	GO:0047690
CBLB	GO:0005654
CBLB	GO:0005829
CBLB	GO:0002669
CBLB	GO:0006955
CBLB	GO:0018193
CBLB	GO:0030155
CBLB	GO:0031398
CBLB	GO:0035556
CBLB	GO:0042110
CBLB	GO:0043087
CBLB	GO:0043393
CBLB	GO:0045732
CBLB	GO:0050852
CBLB	GO:0050860
CBLB	GO:2000583
CBLB	GO:0002870
CBLB	GO:0030163
CBLB	GO:0035739
CBLB	GO:2000562
BBX	GO:0003677
BBX	GO:0005634
BBX	GO:0060348
BBX	GO:0005654
BBX	GO:0005829
BBX	GO:1990837
BBX	
IFT57	
IFT57	GO:0005887
IFT57	GO:0050766
IFT57	GO:0050729
IFT57	GO:0022409
IFT57	GO:0070053
IFT57	GO:0016020
IFT57	GO:0005886
IFT57	GO:0007155
IFT57	GO:0042995
HHLA2	GO:0016020
HHLA2	GO:0001819
HHLA2	GO:0031295
HHLA2	GO:0042104
HHLA2	
	GO:0016459
	GO:0051015
	GO:0005524
	GO:0003774
	GO:0005515
	GO:0000166
	GO:0003779
CIP2A	GO:0005515
CIP2A	GO:0042803
CIP2A	GO:0005737
CIP2A	GO:0005829
CIP2A	GO:0005886
	GO:0110165
TRAT1	GO:0016020
TRAT1	GO:0001920
TRAT1	GO:0050850
TRAT1	GO:0050862
TRAT1	GO:0051051
TRAT1	GO:0005886
TRAT1	GO:0042101
TRAT1	GO:0034451
TRAT1	GO:0072686
GUCA1C	GO:0031282
GUCA1C	GO:0008048
GUCA1C	GO:0005509
GUCA1C	GO:0007601
GUCA1C	GO:0046872
NECTIN3	GO:0016020
NECTIN3	GO:0005911
NECTIN3	GO:0007286
NECTIN3	GO:0007155
NECTIN3	GO:0050839
NECTIN3	GO:0042803
NECTIN3	GO:0098609
NECTIN3	GO:0005912
NECTIN3	GO:0002089
NECTIN3	GO:0009566
NECTIN3	GO:0060042
NECTIN3	GO:1902414
NECTIN3	GO:0007156
NECTIN3	GO:0061951
NECTIN3	GO:0005886
NECTIN3	GO:0043296
NECTIN3	GO:0044291
NECTIN3	GO:0098686
NECTIN3	GO:0098839
CD96	GO:0016020
CD96	GO:0002728
CD96	GO:0032496
CD96	GO:0032689
CD96	GO:0007160
CD96	GO:0005737
PLCXD2	GO:0006629
PLCXD2	GO:0008081
PHLDB2	GO:0000226
PHLDB2	GO:0010470
PHLDB2	GO:0010717
PHLDB2	GO:0045184
PHLDB2	GO:0051497
PHLDB2	GO:0051895
PHLDB2	GO:0070507
PHLDB2	GO:1903690
PHLDB2	GO:1904261
PHLDB2	GO:0005829
PHLDB2	GO:0005886
PHLDB2	GO:0005925
PHLDB2	GO:0031252
PHLDB2	GO:0045111
PHLDB2	GO:0045180
PHLDB2	GO:0016477
PHLDB2	GO:0030010
PHLDB2	
ABHD10	GO:0004553
ABHD10	GO:0019391
ABHD10	GO:0005739
ABHD10	GO:0005829
ABHD10	GO:0008474
ABHD10	GO:0002084
TAGLN3	GO:0005515
TAGLN3	GO:0000122
TAGLN3	GO:0005634
TMPRSS7	GO:0004252
TMPRSS7	GO:0006508
TMPRSS7	GO:0005515
TMPRSS7	GO:0016020
TMPRSS7	GO:0008233
TMPRSS7	GO:0016787
TMPRSS7	GO:0008236
TMPRSS7	GO:0005886
	GO:0004252
	GO:0006508
C3orf52	GO:0016020
CD200	GO:0016020
CD200	
LTN1	GO:0046872
LTN1	GO:0016740
LTN1	GO:0008270
LTN1	GO:0005737
LTN1	GO:0005829
LTN1	GO:0061630
LTN1	GO:0016567
LTN1	GO:0043023
LTN1	GO:0004842
LTN1	GO:0051865
LTN1	GO:1990116
LTN1	GO:1990112
LTN1	GO:0043161
LTN1	GO:0019538
LTN1	GO:0072344
RWDD2B	GO:0005515
USP16	GO:0005634
USP16	GO:0003713
USP16	GO:0016578
USP16	GO:0045893
USP16	GO:0006974
USP16	GO:0008270
USP16	GO:0004843
USP16	GO:0045944
USP16	GO:0042393
USP16	GO:0045901
USP16	GO:0004197
USP16	GO:0043130
USP16	GO:0000278
USP16	GO:0051289
USP16	GO:0006357
USP16	GO:0070537
USP16	GO:0035522
USP16	GO:0006511
USP16	GO:0016579
USP16	GO:0051726
USP16	GO:0010468
USP16	GO:0046872
USP16	GO:0008233
USP16	GO:0016787
USP16	GO:0006508
USP16	GO:0008234
CCT8	GO:0006457
CCT8	GO:0000166
CCT8	GO:0051082
CCT8	GO:0005524
CCT8	GO:0016887
CCT8	GO:0140662
CCT8	GO:0007339
CCT8	GO:0032212
CCT8	GO:0046931
CCT8	GO:0050821
CCT8	GO:1901998
CCT8	GO:1904851
CCT8	GO:0002199
CCT8	GO:0005654
CCT8	GO:0005737
CCT8	GO:0005813
CCT8	GO:0005829
CCT8	GO:0005832
CCT8	GO:0005874
CCT8	GO:0044297
CCT8	GO:0045111
CCT8	GO:0044183
CCT8	GO:0061077
BACH1	GO:0003677
BACH1	GO:0005634
BACH1	GO:0006355
BACH1	GO:0003700
BACH1	GO:0000978
BACH1	GO:0001227
BACH1	GO:0001228
BACH1	GO:0000122
BACH1	GO:0045944
BACH1	GO:0005515
BACH1	GO:0000083
BACH1	GO:0000117
BACH1	GO:0006281
BACH1	GO:0090575
PAXBP1	GO:0003677
PAXBP1	GO:0005634
PAXBP1	GO:0000398
PAXBP1	GO:0006807
PAXBP1	GO:0044238
PAXBP1	GO:0043170
RNF121	GO:0046872
RNF121	GO:0016020
NUMA1	GO:0005634
NUMA1	GO:0008017
NUMA1	GO:0005813
NUMA1	GO:0005876
NUMA1	GO:0000922
NUMA1	GO:0005938
NUMA1	GO:0044877
NUMA1	GO:0070840
NUMA1	GO:0000132
NUMA1	GO:0005654
NUMA1	GO:0005829
NUMA1	GO:0035091
NUMA1	GO:0019904
NUMA1	GO:0072686
NUMA1	GO:0051798
NUMA1	GO:0015631
NUMA1	GO:0032991
NUMA1	GO:0016363
NUMA1	GO:0019897
NUMA1	GO:0097718
NUMA1	GO:0031116
NUMA1	GO:0030513
NUMA1	GO:0001578
NUMA1	GO:0035371
NUMA1	GO:0051010
NUMA1	GO:0030953
NUMA1	GO:0008022
NUMA1	GO:0051011
NUMA1	GO:0032388
NUMA1	GO:0045618
NUMA1	GO:0051984
NUMA1	GO:0055048
NUMA1	GO:0060236
NUMA1	GO:0090235
NUMA1	GO:1902365
NUMA1	GO:1902846
NUMA1	GO:1904778
NUMA1	GO:1905820
NUMA1	GO:1905832
NUMA1	GO:0031616
NUMA1	GO:0036449
NUMA1	GO:0055028
NUMA1	GO:0061673
NUMA1	GO:0097427
NUMA1	GO:0097431
NUMA1	GO:0097575
NUMA1	GO:1905720
NUMA1	GO:1990023
NUMA1	GO:0000139
LAMTOR1	GO:0016020
LAMTOR1	GO:0032008
LAMTOR1	GO:0005765
LAMTOR1	GO:0031902
LAMTOR1	GO:0010008
LAMTOR1	GO:0016197
LAMTOR1	GO:0007040
LAMTOR1	GO:0042632
LAMTOR1	GO:0045121
LAMTOR1	GO:0001919
LAMTOR1	GO:0043410
LAMTOR1	GO:0071230
LAMTOR1	GO:0071986
TOMT	GO:0005783
TOMT	GO:0005737
TOMT	GO:0016206
TOMT	GO:0007605
TOMT	GO:0045177
TOMT	GO:0042424
TOMT	GO:0060117
TOMT	GO:1904591
TOMT	GO:0008171
ANAPC15	GO:0005680
ANAPC15	GO:0090266
	GO:1904447
	GO:0061714
	GO:0005542
INPPL1	GO:0007015
INPPL1	GO:0006897
INPPL1	GO:0005829
INPPL1	GO:0008285
INPPL1	GO:0005886
INPPL1	GO:0009791
INPPL1	GO:0005737
INPPL1	GO:0005794
INPPL1	GO:0006006
INPPL1	GO:0006661
INPPL1	GO:0010629
INPPL1	GO:0032868
INPPL1	GO:0044255
INPPL1	GO:0097178
INPPL1	GO:0042169
INPPL1	GO:0001958
INPPL1	GO:0016791
INPPL1	GO:0003824
INPPL1	GO:0046856
INPPL1	GO:0005515
PHOX2A	GO:0000981
PHOX2A	GO:0006355
PHOX2A	GO:0003677
PHOX2A	GO:0045944
PHOX2A	GO:0001228
PHOX2A	GO:0005634
PHOX2A	GO:0048485
PHOX2A	GO:0006357
PHOX2A	GO:0030901
PHOX2A	GO:0000977
PHOX2A	GO:1990837
PHOX2A	GO:0043576
PHOX2A	GO:0000785
PHOX2A	GO:0003357
PHOX2A	GO:0021523
PHOX2A	GO:0021703
PHOX2A	GO:0048486
PHOX2A	GO:0021623
PHOX2A	GO:0021642
CLPB	GO:0005524
CLPB	GO:0016887
CLPB	GO:0005515
CLPB	GO:0034605
CLPB	GO:0039529
CLPB	GO:0140374
CLPB	GO:0005758
CLPB	GO:0140545
CLPB	GO:0030851
ARAP1	GO:0043547
ARAP1	GO:0005547
ARAP1	GO:0005096
ARAP1	GO:0007165
ARAP1	GO:0005515
ARAP1	GO:0005794
ARAP1	GO:0005654
ARAP1	GO:0005829
ARAP1	GO:0005886
ARAP1	GO:0043231
ARAP1	GO:0008360
ARAP1	GO:0051491
ARAP1	GO:0051497
PDE2A	GO:0004114
PDE2A	GO:0007165
PDE2A	GO:0008081
PDE2A	GO:0005515
PDE2A	GO:0005634
PDE2A	GO:0005886
PDE2A	GO:0005737
PDE2A	GO:0048471
PDE2A	GO:0005743
PDE2A	GO:0005829
PDE2A	GO:0000287
PDE2A	GO:0008270
PDE2A	GO:0042803
PDE2A	GO:0030553
PDE2A	GO:0030552
PDE2A	GO:0007193
PDE2A	GO:0005741
PDE2A	GO:0000122
PDE2A	GO:0071320
PDE2A	GO:0043116
PDE2A	GO:0071560
PDE2A	GO:0019933
PDE2A	GO:0004115
PDE2A	GO:0004118
PDE2A	GO:0030911
PDE2A	GO:0042301
PDE2A	GO:0047555
PDE2A	GO:0019934
PDE2A	GO:0036006
PDE2A	GO:0043117
PDE2A	GO:0043951
PDE2A	GO:0046069
PDE2A	GO:0071321
PDE2A	GO:1904613
PDE2A	GO:0010752
PDE2A	GO:0043949
PDE2A	GO:0046872
PDE2A	GO:0016787
tgu-mir-139	GO:0016442
ARRB1	GO:0007165
ARRB1	GO:0005096
ARRB1	GO:0005159
ARRB1	GO:0031625
ARRB1	GO:0031701
ARRB1	GO:1990763
ARRB1	GO:0001934
ARRB1	GO:0002031
ARRB1	GO:0002092
ARRB1	GO:0006511
ARRB1	GO:0016567
ARRB1	GO:0031397
ARRB1	GO:0032088
ARRB1	GO:0032715
ARRB1	GO:0032717
ARRB1	GO:0035025
ARRB1	GO:0035066
ARRB1	GO:0043149
ARRB1	GO:0043161
ARRB1	GO:0045746
ARRB1	GO:0045944
ARRB1	GO:0070374
ARRB1	GO:0090240
ARRB1	GO:0000785
ARRB1	GO:0005634
ARRB1	GO:0005654
ARRB1	GO:0005737
ARRB1	GO:0016604
ARRB1	GO:0031410
ARRB1	GO:0003713
ARRB1	GO:0006357
WDR73	GO:0005515
WDR73	GO:0006997
WDR73	GO:0031122
WDR73	GO:0043066
WDR73	GO:0000922
WDR73	GO:0005829
WDR73	GO:0032154
EMSY	GO:0005634
EMSY	GO:0006355
EMSY	GO:0042802
THAP12	
THAP12	GO:0005634
THAP12	GO:0046983
THAP12	GO:0003677
U2	
WNT11	GO:0005102
WNT11	GO:0005576
WNT11	GO:0016055
WNT11	GO:0005096
WNT11	GO:0030295
WNT11	GO:0001649
WNT11	GO:0001822
WNT11	GO:0001837
WNT11	GO:0003138
WNT11	GO:0003139
WNT11	GO:0003151
WNT11	GO:0003281
WNT11	GO:0003283
WNT11	GO:0003402
WNT11	GO:0006468
WNT11	GO:0010628
WNT11	GO:0030282
WNT11	GO:0030308
WNT11	GO:0030325
WNT11	GO:0030335
WNT11	GO:0030336
WNT11	GO:0032915
WNT11	GO:0034394
WNT11	GO:0035567
WNT11	GO:0043065
WNT11	GO:0043066
WNT11	GO:0043547
WNT11	GO:0045199
WNT11	GO:0045892
WNT11	GO:0045893
WNT11	GO:0048341
WNT11	GO:0048570
WNT11	GO:0048706
WNT11	GO:0048844
WNT11	GO:0051496
WNT11	GO:0060021
WNT11	GO:0060028
WNT11	GO:0060070
WNT11	GO:0060197
WNT11	GO:0060412
WNT11	GO:0060484
WNT11	GO:0060548
WNT11	GO:0060675
WNT11	GO:0060775
WNT11	GO:0061053
WNT11	GO:0061101
WNT11	GO:0062009
WNT11	GO:0070830
WNT11	GO:0071260
WNT11	GO:0072177
WNT11	GO:0072201
WNT11	GO:0090037
WNT11	GO:0090082
WNT11	GO:0090090
WNT11	GO:0090272
WNT11	GO:0005737
WNT11	GO:0031012
WNT11	GO:0007275
WNT11	GO:0006915
WNT11	GO:0010463
WNT11	GO:0072089
WNT11	GO:1904019
WNT11	GO:1904037
WNT11	GO:2000647
UVRAG	
UVRAG	GO:0000149
UVRAG	GO:0017124
UVRAG	GO:0006281
UVRAG	GO:0006890
UVRAG	GO:0006914
UVRAG	GO:0007051
UVRAG	GO:0007059
UVRAG	GO:0007098
UVRAG	GO:0032465
UVRAG	GO:0032801
UVRAG	GO:0035493
UVRAG	GO:0046718
UVRAG	GO:0051684
UVRAG	GO:0071900
UVRAG	GO:0097352
UVRAG	GO:0097680
UVRAG	GO:0000421
UVRAG	GO:0005764
UVRAG	GO:0005769
UVRAG	GO:0005770
UVRAG	GO:0005783
UVRAG	GO:0005813
UVRAG	GO:0030496
UVRAG	GO:0032991
UVRAG	GO:0045335
UVRAG	GO:0070418
UVRAG	GO:0110165
UVRAG	GO:0006468
UVRAG	GO:0010506
UVRAG	GO:0036092
UVRAG	GO:0035032
DGAT2	GO:0016020
DGAT2	GO:0016740
DGAT2	GO:0005783
DGAT2	GO:0005789
DGAT2	GO:0016746
DGAT2	GO:0008374
DGAT2	GO:0003846
DGAT2	GO:0004144
DGAT2	GO:0042803
DGAT2	GO:0019432
DGAT2	GO:0019915
DGAT2	GO:0034383
DGAT2	GO:0035336
DGAT2	GO:0035356
DGAT2	GO:0042632
DGAT2	GO:0046339
DGAT2	GO:0055089
DGAT2	GO:0060613
DGAT2	GO:0071400
DGAT2	GO:0097006
DGAT2	GO:0005739
DGAT2	GO:0005811
DGAT2	GO:0048471
DGAT2	GO:1990578
DGAT2	GO:0006640
DGAT2	GO:0006651
DGAT2	GO:0005829
DGAT2	GO:0043231
MOGAT2	GO:0016020
MOGAT2	GO:0016740
MOGAT2	GO:0005783
MOGAT2	GO:0005789
MOGAT2	GO:0016746
MOGAT2	GO:0008374
MOGAT2	GO:0003846
MOGAT2	GO:0016407
MOGAT2	GO:0006629
MOGAT2	GO:0006651
MOGAT2	GO:0019432
MOGAT2	GO:0050892
MOGAT2	GO:1990578
MOGAT2	GO:0006640
MAP6	GO:0048471
MAP6	GO:0005874
MAP6	GO:0048813
MAP6	GO:0008017
MAP6	GO:0032418
MAP6	GO:0000226
MAP6	GO:0005516
	GO:0005179
	GO:0007165
	GO:0005576
	GO:0005615
	GO:0005131
APP	GO:0007399
APP	GO:0008201
APP	GO:0046914
APP	GO:0016021
APP	GO:0004867
APP	GO:0046872
APP	GO:0005634
APP	GO:0016020
APP	GO:0005886
APP	GO:0005783
APP	GO:0005737
APP	GO:0005794
APP	GO:0007155
APP	GO:0005576
APP	GO:0006915
APP	GO:0030414
APP	GO:0010466
APP	GO:0009986
APP	GO:0005798
APP	GO:0051246
APP	GO:0048471
APP	GO:0005768
APP	GO:0005769
APP	GO:0008285
APP	GO:0045944
APP	GO:0005102
APP	GO:0010628
APP	GO:0005911
APP	GO:0030198
APP	GO:0055037
APP	GO:0043235
APP	GO:0030424
APP	GO:0040014
APP	GO:0042802
APP	GO:0016358
APP	GO:0030900
APP	GO:0008542
APP	GO:0010468
APP	GO:0031594
APP	GO:0006468
APP	GO:0007409
APP	GO:1905606
APP	GO:0050729
APP	GO:0051092
APP	GO:1901224
APP	GO:0000978
APP	GO:0008344
APP	GO:0050885
APP	GO:0051402
APP	GO:0016322
APP	GO:0031175
APP	GO:0043393
APP	GO:0000278
APP	GO:0007626
APP	GO:0001934
APP	GO:0045665
APP	GO:0045177
APP	GO:0010629
APP	GO:0006897
APP	GO:0043198
APP	GO:0006979
APP	GO:0043005
APP	GO:0008021
APP	GO:0045202
APP	GO:0031410
APP	GO:1904646
APP	GO:0050730
APP	GO:0001967
APP	GO:0007617
APP	GO:0030182
APP	GO:0030134
APP	GO:0010971
APP	GO:1900273
APP	GO:0016199
APP	GO:0008203
APP	GO:0045931
APP	GO:1900272
APP	GO:0007611
APP	GO:0035253
APP	GO:0007176
APP	GO:0051563
APP	GO:0002265
APP	GO:0032092
APP	GO:0042327
APP	GO:0045821
APP	GO:0048143
APP	GO:0050808
APP	GO:1905908
APP	GO:1990535
APP	GO:0032760
APP	GO:0070374
APP	GO:0043197
APP	GO:0006378
APP	GO:0006417
APP	GO:0006878
APP	GO:0008088
APP	GO:0035235
APP	GO:0048669
APP	GO:0050803
APP	GO:0050890
APP	GO:0051124
APP	GO:0019899
APP	GO:0030546
APP	GO:0051425
APP	GO:0001774
APP	GO:0007612
APP	GO:0010800
APP	GO:0014005
APP	GO:0033138
APP	GO:0046330
APP	GO:0048169
APP	GO:0051091
APP	GO:0051247
APP	GO:0098815
APP	GO:0150003
APP	GO:1990000
APP	GO:2000406
APP	GO:0005615
APP	GO:0005641
APP	GO:0045121
APP	GO:0048786
APP	GO:0051233
APP	GO:0032731
APP	GO:0000086
APP	GO:0032722
APP	GO:0032755
APP	GO:0070050
GABPA	GO:0003677
GABPA	GO:0005634
GABPA	GO:0006357
GABPA	GO:0006355
GABPA	GO:0003700
GABPA	GO:0043565
GABPA	GO:0000978
GABPA	GO:0003682
GABPA	GO:0000122
GABPA	GO:0045653
GABPA	GO:0000976
GABPA	GO:0001228
GABPA	GO:1990837
GABPA	GO:0010628
GABPA	GO:0045944
GABPA	GO:1903351
GABPA	GO:0005654
GABPA	GO:0001701
GABPA	GO:0001825
GABPA	GO:0000785
ATP5PF	GO:0016020
ATP5PF	GO:0005739
ATP5PF	GO:0005743
ATP5PF	GO:0015078
ATP5PF	GO:0015986
ATP5PF	GO:0000276
ATP5PF	GO:0006811
ATP5PF	GO:1902600
ATP5PF	GO:0046933
ATP5PF	GO:0042776
ATP5PF	GO:0005753
JAM2	
JAM2	GO:0005886
JAM2	GO:0009986
JAM2	GO:0005178
JAM2	GO:0098609
JAM2	GO:0097241
JAM2	GO:0098636
JAM2	GO:0044291
JAM2	GO:0045123
JAM2	GO:0050901
JAM2	GO:0071593
JAM2	GO:2000403
MRPL39	GO:0006412
MRPL39	GO:0000166
MRPL39	GO:0005739
MRPL39	GO:0005762
tgu-mir-155	GO:0035195
tgu-mir-155	GO:0016442
NCAM2	GO:0016020
NCAM2	GO:0007155
NCAM2	GO:0042802
NCAM2	GO:0005886
NCAM2	GO:0016604
NCAM2	GO:0030424
NCAM2	GO:0005515
TMPRSS15	GO:0016020
TMPRSS15	GO:0008233
TMPRSS15	GO:0016787
TMPRSS15	GO:0006508
TMPRSS15	GO:0004252
TMPRSS15	GO:0008236
TMPRSS15	GO:0005044
TMPRSS15	GO:0006897
TMPRSS15	GO:0005515
TMPRSS15	GO:0110165
CHODL	GO:0016020
CHODL	GO:0005737
CHODL	GO:0048471
CHODL	GO:0010975
CHODL	GO:0005813
CHODL	GO:0005829
C21orf91	GO:0021895
C21orf91	GO:0060999
CXADR	GO:0016020
CXADR	GO:0005178
CXADR	GO:0008013
CXADR	GO:0030165
CXADR	GO:0050839
CXADR	GO:0007157
CXADR	GO:0010669
CXADR	GO:0030593
CXADR	GO:0031532
CXADR	GO:0070633
CXADR	GO:0005654
CXADR	GO:0005737
CXADR	GO:0005886
CXADR	GO:0005911
CXADR	GO:0005912
CXADR	GO:0005923
CXADR	GO:0016323
CXADR	GO:0016327
CXADR	GO:0030054
CXADR	GO:0032991
CXADR	GO:0045121
CXADR	
MIR125B2	GO:0035195
MIR125B2	GO:0016442
MIRLET7C	GO:0035195
MIRLET7C	GO:0016442
tgu-mir-99-1	GO:0035195
tgu-mir-99-1	GO:0016442
USP25	GO:0004843
USP25	GO:0005829
USP25	GO:0031625
USP25	GO:0005783
USP25	GO:0070536
USP25	GO:0071108
USP25	GO:0051117
USP25	GO:1904293
USP25	GO:0016579
USP25	GO:0032183
USP25	GO:0006511
USP25	GO:0005515
NRIP1	GO:0006357
NRIP1	GO:0003712
NRIP1	GO:0005102
NRIP1	GO:0005634
NRIP1	GO:0003713
NRIP1	GO:0000118
NRIP1	GO:0032922
NRIP1	GO:0000122
NRIP1	GO:0045944
NRIP1	GO:0005654
NRIP1	GO:0005829
NRIP1	GO:0005730
NRIP1	GO:0001650
NRIP1	GO:0003714
NRIP1	GO:0042826
NRIP1	GO:0007623
NRIP1	GO:0030331
NRIP1	GO:0000978
NRIP1	GO:0035259
NRIP1	GO:0016922
NRIP1	GO:0042974
NRIP1	GO:0016607
NRIP1	GO:0071392
NRIP1	GO:0046965
NRIP1	GO:0000785
NRIP1	GO:0001543
NRIP1	GO:0019915
NRIP1	GO:0030728
NRIP1	GO:0006351
SAMSN1	GO:0002820
SAMSN1	GO:0050732
SAMSN1	GO:0050869
SAMSN1	GO:0005634
SAMSN1	GO:0005829
SAMSN1	GO:0005515
SAMSN1	GO:0001784
HSPA13	GO:0005524
HSPA13	GO:0140662
	GO:0046872
	GO:0006629
	GO:0016298
	GO:0052689
ROBO2	GO:0035385
ROBO2	GO:0016199
ROBO2	GO:0007411
ROBO2	GO:0008046
ROBO2	GO:0005515
ROBO2	GO:0016020
ROBO1	GO:0007411
ROBO1	GO:0008046
ROBO1	GO:0030275
ROBO1	GO:0042802
ROBO1	GO:0002042
ROBO1	GO:0006919
ROBO1	GO:0007156
ROBO1	GO:0016199
ROBO1	GO:0021836
ROBO1	GO:0030336
ROBO1	GO:0033600
ROBO1	GO:0035025
ROBO1	GO:0035385
ROBO1	GO:0043406
ROBO1	GO:0050772
ROBO1	GO:0050925
ROBO1	GO:0070100
ROBO1	GO:1900748
ROBO1	GO:0005737
ROBO1	GO:0005886
ROBO1	GO:0009986
ROBO1	GO:0005515
GBE1	GO:0005978
GBE1	GO:0003844
GBE1	GO:0004553
GBE1	GO:0043169
GBE1	GO:0003824
GBE1	GO:0005975
GBE1	GO:0005829
